fecha;velviento
2003-02-17;1,49
2003-02-18;2,38
2003-02-19;2,41
2003-02-20;3,74
2003-02-21;3,33
2003-02-22;2,40
2003-02-23;1,88
2003-02-24;2,28
2003-02-25;3,95
2003-02-26;3,53
2003-02-27;3,35
2003-02-28;3,37
2003-03-01;3,41
2003-03-02;2,80
2003-03-03;2,67
2003-03-04;2,70
2003-03-05;2,63
2003-03-06;3,68
2003-03-07;2,91
2003-03-08;1,80
2003-03-09;2,07
2003-03-10;2,36
2003-03-11;2,13
2003-03-12;3,24
2003-03-13;4,98
2003-03-14;3,43
2003-03-15;2,00
2003-03-16;2,39
2003-03-17;2,38
2003-03-18;2,77
