fecha;precip
2003-04-14;0,00
2003-04-15;0,00
2003-04-16;0,00
2003-04-17;100,14
2003-04-18;0,78
2003-04-19;0,00
2003-04-20;0,00
2003-04-21;1,17
2003-04-22;10,67
2003-04-23;10,65
2003-04-24;34,91
2003-04-25;20,71
2003-04-26;16,96
2003-04-27;0,52
2003-04-28;0,00
2003-04-29;4,17
2003-04-30;17,26
2003-05-01;0,02
2003-05-02;0,37
2003-05-03;2,16
2003-05-04;0,73
2003-05-05;0,02
2003-05-06;0,00
2003-05-07;0,15
2003-05-08;2,03
2003-05-09;0,37
2003-05-10;4,43
2003-05-11;0,45
2003-05-12;4,15
2003-05-13;0,45
