fecha;hrmean
2003-02-03;46,30
2003-02-04;40,45
2003-02-05;40,18
2003-02-06;51,10
2003-02-07;52,09
2003-02-08;87,61
2003-02-09;75,78
2003-02-10;72,45
2003-02-11;66,69
2003-02-12;62,04
2003-02-13;58,72
2003-02-14;53,86
2003-02-15;48,40
2003-02-16;50,64
2003-02-17;94,97
2003-02-18;68,23
2003-02-19;66,64
2003-02-20;64,86
2003-02-21;61,30
2003-02-22;73,67
2003-02-23;90,08
2003-02-24;78,08
2003-02-25;84,92
2003-02-26;95,93
2003-02-27;95,01
2003-02-28;82,70
2003-03-01;78,33
2003-03-02;80,85
2003-03-03;77,80
2003-03-04;92,70
