fecha;velviento
2003-02-03;3,81
2003-02-04;4,02
2003-02-05;3,88
2003-02-06;3,72
2003-02-07;4,05
2003-02-08;2,37
2003-02-09;2,44
2003-02-10;1,52
2003-02-11;4,48
2003-02-12;3,96
2003-02-13;3,31
2003-02-14;2,92
2003-02-15;1,88
2003-02-16;2,04
2003-02-17;2,86
2003-02-18;2,45
2003-02-19;2,66
2003-02-20;2,11
2003-02-21;1,12
2003-02-22;1,87
2003-02-23;2,04
2003-02-24;2,62
2003-02-25;2,91
2003-02-26;1,87
2003-02-27;2,23
2003-02-28;3,78
2003-03-01;3,53
2003-03-02;2,34
2003-03-03;2,11
2003-03-04;2,03
