fecha;precip
2003-03-10;32,18
2003-03-11;10,69
2003-03-12;0,73
2003-03-13;8,53
2003-03-14;17,02
2003-03-15;2,79
2003-03-16;1,90
2003-03-17;0,71
2003-03-18;23,37
2003-03-19;43,05
2003-03-20;1,32
2003-03-21;0,00
2003-03-22;0,17
2003-03-23;0,22
2003-03-24;2,64
2003-03-25;28,45
2003-03-26;18,10
2003-03-27;38,21
2003-03-28;4,86
2003-03-29;2,20
2003-03-30;3,24
2003-03-31;1,79
2003-04-01;2,38
2003-04-02;4,82
2003-04-03;17,11
2003-04-04;0,02
2003-04-05;1,60
2003-04-06;17,15
2003-04-07;38,49
2003-04-08;0,52
