fecha;precip
2003-05-12;0,00
2003-05-13;0,00
2003-05-14;0,00
2003-05-15;0,00
2003-05-16;3,59
2003-05-17;20,22
2003-05-18;10,86
2003-05-19;35,40
2003-05-20;32,85
2003-05-21;0,02
2003-05-22;18,01
2003-05-23;4,95
2003-05-24;0,09
2003-05-25;0,02
2003-05-26;2,22
2003-05-27;0,32
2003-05-28;0,00
2003-05-29;0,15
2003-05-30;3,89
2003-05-31;14,41
2003-06-01;4,10
2003-06-02;11,28
2003-06-03;19,16
2003-06-04;0,45
2003-06-05;2,27
2003-06-06;0,60
2003-06-07;10,48
2003-06-08;0,15
2003-06-09;10,45
2003-06-10;2,29
