fecha;radsup
2003-05-12;8,01
2003-05-13;12,00
2003-05-14;1,25
2003-05-15;6,79
2003-05-16;3,28
2003-05-17;5,21
2003-05-18;13,44
2003-05-19;13,39
2003-05-20;12,93
2003-05-21;2,97
2003-05-22;1,69
2003-05-23;5,28
2003-05-24;9,80
2003-05-25;9,46
2003-05-26;8,00
2003-05-27;5,19
2003-05-28;0,60
2003-05-29;13,26
2003-05-30;13,73
2003-05-31;13,08
2003-06-01;13,14
2003-06-02;12,64
2003-06-03;13,01
2003-06-04;6,83
2003-06-05;13,04
2003-06-06;12,62
2003-06-07;13,13
2003-06-08;2,01
2003-06-09;0,65
2003-06-10;1,43
