fecha;velviento
2003-05-12;3,42
2003-05-13;4,71
2003-05-14;3,39
2003-05-15;4,30
2003-05-16;2,12
2003-05-17;2,19
2003-05-18;3,93
2003-05-19;2,34
2003-05-20;1,47
2003-05-21;2,29
2003-05-22;2,05
2003-05-23;1,25
2003-05-24;1,27
2003-05-25;1,57
2003-05-26;1,75
2003-05-27;2,03
2003-05-28;3,26
2003-05-29;3,15
2003-05-30;1,73
2003-05-31;1,38
2003-06-01;1,72
2003-06-02;1,77
2003-06-03;1,88
2003-06-04;3,20
2003-06-05;4,23
2003-06-06;1,59
2003-06-07;2,77
2003-06-08;3,58
2003-06-09;1,72
2003-06-10;1,61
