fecha;radsup
2003-04-07;19,82
2003-04-08;19,07
2003-04-09;18,13
2003-04-10;16,53
2003-04-11;19,27
2003-04-12;19,73
2003-04-13;19,80
2003-04-14;19,40
2003-04-15;18,20
2003-04-16;17,53
2003-04-17;17,69
2003-04-18;17,47
2003-04-19;15,84
2003-04-20;16,58
2003-04-21;15,69
2003-04-22;3,89
2003-04-23;2,63
2003-04-24;8,43
2003-04-25;14,83
2003-04-26;11,29
2003-04-27;2,79
2003-04-28;3,42
2003-04-29;12,26
2003-04-30;9,72
2003-05-01;11,49
2003-05-02;1,35
2003-05-03;2,33
2003-05-04;4,73
2003-05-05;11,38
2003-05-06;1,69
