fecha;radsup
2003-04-07;19,68
2003-04-08;19,33
2003-04-09;18,02
2003-04-10;18,77
2003-04-11;17,66
2003-04-12;19,42
2003-04-13;19,58
2003-04-14;18,17
2003-04-15;18,96
2003-04-16;18,42
2003-04-17;18,30
2003-04-18;17,80
2003-04-19;16,39
2003-04-20;10,97
2003-04-21;2,46
2003-04-22;5,02
2003-04-23;4,87
2003-04-24;15,00
2003-04-25;15,66
2003-04-26;14,40
2003-04-27;17,22
2003-04-28;16,75
2003-04-29;16,13
2003-04-30;13,71
2003-05-01;2,70
2003-05-02;6,93
2003-05-03;6,61
2003-05-04;6,12
2003-05-05;3,59
2003-05-06;1,73
