fecha;radsup
2003-04-28;0,66
2003-04-29;1,80
2003-04-30;1,33
2003-05-01;6,95
2003-05-02;15,15
2003-05-03;5,05
2003-05-04;10,41
2003-05-05;4,78
2003-05-06;3,96
2003-05-07;7,34
2003-05-08;10,48
2003-05-09;14,38
2003-05-10;12,34
2003-05-11;5,89
2003-05-12;10,86
2003-05-13;8,12
2003-05-14;8,08
2003-05-15;1,56
2003-05-16;14,72
2003-05-17;15,14
2003-05-18;14,71
2003-05-19;13,02
2003-05-20;3,70
2003-05-21;3,95
2003-05-22;13,66
2003-05-23;10,97
2003-05-24;13,18
2003-05-25;5,15
2003-05-26;3,31
2003-05-27;4,54
