fecha;velviento
2003-03-31;3,98
2003-04-01;3,31
2003-04-02;3,02
2003-04-03;2,17
2003-04-04;2,05
2003-04-05;2,36
2003-04-06;2,55
2003-04-07;1,79
2003-04-08;1,22
2003-04-09;1,37
2003-04-10;1,45
2003-04-11;1,75
2003-04-12;2,37
2003-04-13;2,53
2003-04-14;3,14
2003-04-15;4,00
2003-04-16;4,47
2003-04-17;3,81
2003-04-18;3,54
2003-04-19;1,99
2003-04-20;4,78
2003-04-21;3,16
2003-04-22;2,24
2003-04-23;2,16
2003-04-24;2,90
2003-04-25;3,34
2003-04-26;3,57
2003-04-27;2,40
2003-04-28;2,24
2003-04-29;2,07
