fecha;radsup
2003-03-31;4,23
2003-04-01;18,93
2003-04-02;19,62
2003-04-03;9,69
2003-04-04;19,31
2003-04-05;19,79
2003-04-06;19,86
2003-04-07;19,74
2003-04-08;19,66
2003-04-09;18,64
2003-04-10;15,80
2003-04-11;19,04
2003-04-12;17,76
2003-04-13;10,17
2003-04-14;17,26
2003-04-15;3,44
2003-04-16;10,53
2003-04-17;10,93
2003-04-18;13,72
2003-04-19;2,87
2003-04-20;4,63
2003-04-21;2,52
2003-04-22;6,07
2003-04-23;11,53
2003-04-24;10,65
2003-04-25;1,62
2003-04-26;1,13
2003-04-27;1,58
2003-04-28;1,71
2003-04-29;1,52
