fecha;radsup
2003-01-27;28,27
2003-01-28;27,86
2003-01-29;27,63
2003-01-30;28,21
2003-01-31;27,22
2003-02-01;15,19
2003-02-02;20,09
2003-02-03;26,00
2003-02-04;25,39
2003-02-05;23,55
2003-02-06;24,22
2003-02-07;25,69
2003-02-08;25,42
2003-02-09;22,59
2003-02-10;24,98
2003-02-11;24,73
2003-02-12;16,04
2003-02-13;15,97
2003-02-14;16,74
2003-02-15;10,00
2003-02-16;20,71
2003-02-17;24,25
2003-02-18;25,94
2003-02-19;6,63
2003-02-20;24,35
2003-02-21;24,95
2003-02-22;13,85
2003-02-23;17,76
2003-02-24;23,78
2003-02-25;22,69
