fecha;radsup
2003-01-27;27,91
2003-01-28;27,59
2003-01-29;27,71
2003-01-30;27,95
2003-01-31;27,14
2003-02-01;25,79
2003-02-02;24,01
2003-02-03;20,45
2003-02-04;6,97
2003-02-05;16,25
2003-02-06;19,65
2003-02-07;22,85
2003-02-08;17,34
2003-02-09;19,30
2003-02-10;5,96
2003-02-11;21,16
2003-02-12;8,09
2003-02-13;16,09
2003-02-14;16,96
2003-02-15;22,18
2003-02-16;24,54
2003-02-17;20,55
2003-02-18;11,37
2003-02-19;24,66
2003-02-20;18,43
2003-02-21;20,52
2003-02-22;15,62
2003-02-23;17,20
2003-02-24;18,04
2003-02-25;11,44
