fecha;radsup
2003-05-05;15,51
2003-05-06;6,34
2003-05-07;13,67
2003-05-08;15,27
2003-05-09;14,83
2003-05-10;12,71
2003-05-11;12,65
2003-05-12;9,20
2003-05-13;1,05
2003-05-14;11,72
2003-05-15;12,10
2003-05-16;14,13
2003-05-17;4,58
2003-05-18;3,10
2003-05-19;3,07
2003-05-20;2,78
2003-05-21;2,81
2003-05-22;7,60
2003-05-23;4,16
2003-05-24;1,03
2003-05-25;1,44
2003-05-26;6,50
2003-05-27;2,17
2003-05-28;0,57
2003-05-29;8,12
2003-05-30;13,41
2003-05-31;12,90
2003-06-01;12,59
2003-06-02;12,28
2003-06-03;3,70
