fecha;velviento
2003-03-03;2,57
2003-03-04;2,10
2003-03-05;2,29
2003-03-06;2,79
2003-03-07;1,87
2003-03-08;1,25
2003-03-09;1,67
2003-03-10;1,07
2003-03-11;1,57
2003-03-12;2,67
2003-03-13;2,64
2003-03-14;2,00
2003-03-15;2,15
2003-03-16;2,86
2003-03-17;2,43
2003-03-18;2,40
2003-03-19;5,58
2003-03-20;3,55
2003-03-21;1,80
2003-03-22;1,76
2003-03-23;2,06
2003-03-24;5,71
2003-03-25;3,15
2003-03-26;2,16
2003-03-27;1,41
2003-03-28;1,85
2003-03-29;2,16
2003-03-30;4,29
2003-03-31;2,95
2003-04-01;2,26
